id,cad_number,received_datetime,entry_datetime,dispatch_datetime,enroute_datetime,onscene_datetime,close_datetime,call_type_original,call_type_original_desc,call_type_original_notes,call_type_final,call_type_final_desc,call_type_final_notes,priority_original,priority_final,agency,disposition,onview_flag,sensitive_call,intersection_name,intersection_id,intersection_point,supervisor_district,analysis_neighborhood,police_district,call_last_updated_at,data_as_of,data_loaded_at,Analysis Neighborhoods
33218406,251151194,2025/04/25 11:02:09 AM,2025/04/25 11:02:09 AM,2025/04/25 11:27:14 AM,2025/04/25 11:27:14 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,,C,C,Municipal Transportation Agency,,N,false,PIERCE ST \ WALLER ST,25996000,POINT (-122.43354716 37.770755232),5,Haight Ashbury,PARK,2025/04/25 11:27:14 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,3
33230945,251153492,2025/04/25 11:21:19 PM,2025/04/25 11:21:19 PM,2025/04/26 07:44:15 AM,2025/04/26 07:44:15 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500B,C,C,Municipal Transportation Agency,,N,false,BUSH ST \ OCTAVIA ST,26521000,POINT (-122.426864643 37.787862443),5,Pacific Heights,NORTHERN,2025/04/26 07:44:17 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,30
33240202,251162909,2025/04/26 08:28:18 PM,2025/04/26 08:31:54 PM,2025/04/26 08:32:30 PM,2025/04/26 08:32:30 PM,,,418,FIGHT NO WEAPON,,418,FIGHT NO WEAPON,,B,B,Police,,N,false,FOLSOM ST \ MAIN ST,24503000,POINT (-122.39185829 37.789369268),6,Financial District/South Beach,SOUTHERN,2025/04/26 08:32:32 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,8
33217766,251150873,2025/04/25 09:19:12 AM,2025/04/25 09:24:46 AM,2025/04/25 10:09:22 AM,2025/04/25 10:09:22 AM,2025/04/25 10:36:45 AM,2025/04/25 10:41:23 AM,916,SUSPICIOUS VEHICLE,POSS DRUG LAB,916,SUSPICIOUS VEHICLE,POSS DRUG LAB,C,C,Police,NOM,N,false,CARROLL AVE \ HAWES ST,20110000,POINT (-122.387746247 37.721813259),10,Bayview Hunters Point,BAYVIEW,2025/04/25 10:41:25 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,1
33232099,251160911,2025/04/26 09:21:16 AM,2025/04/26 09:21:16 AM,2025/04/26 09:21:16 AM,2025/04/26 09:21:16 AM,2025/04/26 09:21:16 AM,2025/04/26 09:28:45 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 09:28:47 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33239496,251162606,2025/04/26 06:42:08 PM,2025/04/26 06:47:00 PM,2025/04/26 07:39:13 PM,2025/04/26 07:39:13 PM,2025/04/26 07:39:15 PM,2025/04/26 07:39:48 PM,909,MEET W/CITIZEN,,909,MEET W/CITIZEN,,C,C,Police,UTL,N,false,MEACHAM PL \ POST ST,25168000,POINT (-122.416989832 37.787200626),3,Tenderloin,CENTRAL,2025/04/26 07:39:50 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33236134,251161878,2025/04/26 02:28:41 PM,2025/04/26 02:28:41 PM,2025/04/26 02:28:41 PM,2025/04/26 02:28:41 PM,2025/04/26 02:28:41 PM,2025/04/26 02:38:13 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/26 02:38:15 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33222493,251152305,2025/04/25 04:35:28 PM,2025/04/25 04:35:28 PM,2025/04/25 04:35:28 PM,2025/04/25 04:35:28 PM,2025/04/25 04:35:28 PM,2025/04/25 04:41:01 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 04:41:02 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33229440,251160112,2025/04/26 01:11:54 AM,2025/04/26 01:14:33 AM,2025/04/26 02:51:49 AM,2025/04/26 02:51:49 AM,2025/04/26 02:53:45 AM,2025/04/26 02:58:27 AM,601,TRESPASSER,,601,TRESPASSER,,C,C,Police,HAN,N,false,04TH ST \ HOWARD ST,24627000,POINT (-122.402708154 37.783259236),6,Financial District/South Beach,SOUTHERN,2025/04/26 02:58:29 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,8
33231864,251160768,2025/04/26 08:38:02 AM,2025/04/26 08:38:02 AM,2025/04/26 08:38:02 AM,2025/04/26 08:38:02 AM,2025/04/26 08:38:02 AM,2025/04/26 09:09:59 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 09:10:01 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33227378,251153428,2025/04/25 10:46:08 PM,2025/04/25 10:46:08 PM,2025/04/25 10:46:08 PM,2025/04/25 10:46:08 PM,2025/04/25 10:46:08 PM,2025/04/25 10:47:16 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 10:47:18 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33234272,251161272,2025/04/26 11:17:30 AM,2025/04/26 11:17:30 AM,2025/04/26 12:10:10 PM,2025/04/26 12:10:10 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500E,C,C,Municipal Transportation Agency,,N,false,18TH ST \ VALENCIA ST,24160000,POINT (-122.421578401 37.761700909),9,Mission,MISSION,2025/04/26 12:10:11 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33215476,251150461,2025/04/25 06:58:23 AM,2025/04/25 06:58:23 AM,2025/04/25 06:58:23 AM,2025/04/25 06:58:23 AM,2025/04/25 06:58:23 AM,2025/04/25 07:02:26 AM,915,HOMELESS COMPLAINT,,915,HOMELESS COMPLAINT,,C,C,Police,HAN,Y,false,18TH ST \ CASTRO ST,25813000,POINT (-122.435000702 37.760888933),8,Castro/Upper Market,MISSION,2025/04/25 07:02:27 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,5
33222125,251152224,2025/04/25 04:16:31 PM,2025/04/25 04:16:31 PM,2025/04/25 04:16:31 PM,2025/04/25 04:16:31 PM,2025/04/25 04:16:31 PM,2025/04/25 04:18:37 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 04:18:39 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33218513,251150923,2025/04/25 09:37:53 AM,2025/04/25 09:39:25 AM,2025/04/25 11:34:23 AM,2025/04/25 11:34:23 AM,2025/04/25 11:34:23 AM,2025/04/25 11:34:28 AM,917,SUSPICIOUS PERSON,DRUGS,917,SUSPICIOUS PERSON,DRUGS,C,C,Police,GOA,N,false,HYDE ST \ MABEL ALY,25161000,POINT (-122.416330777 37.785726517),5,Tenderloin,TENDERLOIN,2025/04/25 11:34:30 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33222883,251151667,2025/04/25 01:22:00 PM,2025/04/25 01:25:12 PM,2025/04/25 04:56:46 PM,2025/04/25 04:56:46 PM,2025/04/25 05:09:00 PM,2025/04/25 05:11:10 PM,459,BURGLARY,,459,BURGLARY,,C,C,Police,GOA,N,false,GOUGH ST \ GREEN ST,26573000,POINT (-122.427080193 37.797200169),2,Marina,NORTHERN,2025/04/25 05:11:11 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33232324,251160972,2025/04/26 09:39:38 AM,2025/04/26 09:39:38 AM,2025/04/26 09:39:38 AM,2025/04/26 09:39:38 AM,2025/04/26 09:39:38 AM,2025/04/26 09:44:07 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/26 09:44:09 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33233584,251161140,2025/04/26 10:29:44 AM,2025/04/26 10:29:44 AM,2025/04/26 10:29:44 AM,2025/04/26 10:29:44 AM,2025/04/26 10:29:44 AM,2025/04/26 11:26:33 AM,1030,WANTED VEHICLE / SUB,,1030,WANTED VEHICLE / SUB,,B,B,Police,HAN,Y,false,Not Available,,,,,,2025/04/26 11:26:35 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33229724,251160006,2025/04/25 11:59:04 PM,2025/04/26 12:01:58 AM,2025/04/26 03:40:02 AM,2025/04/26 03:40:02 AM,2025/04/26 03:40:02 AM,2025/04/26 03:40:44 AM,650,THREATS / HARASSMENT,,650,THREATS / HARASSMENT,,B,B,Police,GOA,N,false,LUSK ST \ TOWNSEND ST,23825000,POINT (-122.393857286 37.777977132),6,South of Market,SOUTHERN,2025/04/26 03:40:45 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33222362,251152298,2025/04/25 04:33:00 PM,2025/04/25 04:33:00 PM,2025/04/25 04:33:00 PM,2025/04/25 04:33:00 PM,2025/04/25 04:33:00 PM,2025/04/25 04:33:26 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 04:33:28 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33217632,251150915,2025/04/25 09:35:38 AM,2025/04/25 09:37:58 AM,2025/04/25 09:38:36 AM,2025/04/25 09:38:36 AM,2025/04/25 09:44:35 AM,2025/04/25 10:29:52 AM,518,VEH ACCIDENT,519 POSS,518,VEH ACCIDENT,519 POSS,A,A,Police,HAN,N,false,FRANKLIN ST \ SUTTER ST,25220000,POINT (-122.423403593 37.787339164),2,Western Addition,NORTHERN,2025/04/25 10:29:54 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,39
33227690,251153357,2025/04/25 10:16:17 PM,2025/04/25 10:16:17 PM,2025/04/25 11:16:28 PM,2025/04/25 11:16:28 PM,2025/04/25 11:21:22 PM,2025/04/25 11:24:15 PM,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,500E,C,C,Municipal Transportation Agency,CIT,N,false,25TH ST \ FOLSOM ST,23984000,POINT (-122.413925773 37.750902581),9,Mission,MISSION,2025/04/25 11:24:18 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33238911,251162553,2025/04/26 06:18:07 PM,2025/04/26 06:26:26 PM,2025/04/26 06:39:35 PM,2025/04/26 06:39:35 PM,2025/04/26 06:41:47 PM,2025/04/26 06:45:20 PM,910,WELL BEING CHECK,,910,WELL BEING CHECK,,B,B,Police,UTL,N,false,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,POINT (-122.413865604 37.781863339),5,Tenderloin,TENDERLOIN,2025/04/26 06:45:22 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33228235,251153213,2025/04/25 09:17:03 PM,2025/04/25 09:24:19 PM,2025/04/25 11:24:38 PM,2025/04/25 11:24:38 PM,2025/04/25 11:59:25 PM,2025/04/26 12:23:55 AM,910,WELL BEING CHECK,,910,WELL BEING CHECK,,B,B,Police,HAN,N,false,LOMBARD ST \ STEINER ST,26770000,POINT (-122.437694705 37.79963393),2,Marina,NORTHERN,2025/04/26 12:23:57 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33232200,251160906,2025/04/26 09:18:15 AM,2025/04/26 09:20:19 AM,2025/04/26 09:21:19 AM,2025/04/26 09:21:19 AM,2025/04/26 09:30:35 AM,2025/04/26 09:35:43 AM,910,WELL BEING CHECK,,910,WELL BEING CHECK,,A,A,Police,UTL,N,false,LAURA ST \ MISSION ST,21548000,POINT (-122.450095486 37.709679913),11,Outer Mission,INGLESIDE,2025/04/26 09:35:44 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,28
33239995,251162518,2025/04/26 06:10:02 PM,2025/04/26 06:11:07 PM,2025/04/26 08:12:40 PM,2025/04/26 08:12:40 PM,2025/04/26 08:14:08 PM,2025/04/26 08:15:22 PM,587,TRAF VIOLATION CITE,22500E,587,TRAF VIOLATION CITE,22500E,C,C,Municipal Transportation Agency,CIT,N,false,NORTH POINT ST \ SCOTT ST,26993000,POINT (-122.441753953 37.802985304),2,Marina,NORTHERN,2025/04/26 08:15:23 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33226623,251153217,2025/04/25 09:25:54 PM,2025/04/25 09:25:54 PM,2025/04/25 09:35:38 PM,2025/04/25 09:35:38 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,7.2.27,C,C,Municipal Transportation Agency,,N,false,EDDY ST \ MASON ST,24897000,POINT (-122.40930918 37.784349269),5,Tenderloin,TENDERLOIN,2025/04/25 09:35:39 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33223071,251152205,2025/04/25 04:11:21 PM,2025/04/25 04:11:21 PM,2025/04/25 04:51:05 PM,2025/04/25 04:51:05 PM,2025/04/25 05:25:01 PM,2025/04/25 05:25:07 PM,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500E,C,C,Municipal Transportation Agency,CIT,N,false,BAKER ST \ PINE ST,26826000,POINT (-122.443559779 37.786690919),2,Pacific Heights,RICHMOND,2025/04/25 05:25:08 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,30
33237732,251162193,2025/04/26 04:07:31 PM,2025/04/26 04:10:59 PM,2025/04/26 04:23:54 PM,2025/04/26 04:23:54 PM,2025/04/26 04:27:25 PM,2025/04/26 04:57:52 PM,601,TRESPASSER,,594,VANDALISM,,A,A,Police,HAN,N,false,ELLIS ST \ LARKIN ST,25149000,POINT (-122.41770675 37.78423574),5,Tenderloin,NORTHERN,2025/04/26 04:57:54 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33218049,251151027,2025/04/25 10:14:24 AM,2025/04/25 10:15:08 AM,2025/04/25 10:42:11 AM,2025/04/25 10:42:11 AM,2025/04/25 10:49:18 AM,2025/04/25 11:01:33 AM,601,TRESPASSER,,601,TRESPASSER,,C,C,Police,HAN,N,false,19TH ST \ CAPP ST,24131000,POINT (-122.418118119 37.760301061),9,Mission,MISSION,2025/04/25 11:01:34 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33219303,251151455,2025/04/25 12:23:03 PM,2025/04/25 12:23:03 PM,2025/04/25 12:23:03 PM,2025/04/25 12:23:03 PM,2025/04/25 12:23:03 PM,2025/04/25 12:32:48 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 12:32:50 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33225544,251152707,2025/04/25 06:22:27 PM,2025/04/25 06:22:27 PM,2025/04/25 07:54:03 PM,2025/04/25 07:54:03 PM,2025/04/25 07:58:49 PM,2025/04/25 08:10:38 PM,53B2,WELFARE CHECK,,910,WELL BEING CHECK,,B,B,Police,HAN,N,false,18TH ST \ BRYANT ST,24014000,POINT (-122.410118191 37.76175942),9,Mission,MISSION,2025/04/25 08:10:40 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33233257,251161150,2025/04/26 10:29:37 AM,2025/04/26 10:33:28 AM,2025/04/26 10:33:50 AM,2025/04/26 10:33:50 AM,2025/04/26 10:52:41 AM,2025/04/26 11:01:18 AM,000,MISC,FOUND GUN,000,MISC,FOUND GUN,A,A,Police,REP,N,false,05TH ST \ MINNA ST,24633000,POINT (-122.405931328 37.78229614),6,South of Market,SOUTHERN,2025/04/26 11:01:20 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33235899,251161655,2025/04/26 01:08:41 PM,2025/04/26 01:08:41 PM,2025/04/26 01:17:19 PM,2025/04/26 01:17:19 PM,2025/04/26 01:33:22 PM,2025/04/26 02:15:33 PM,588,TRAF VIOLATION TOW,,588,TRAF VIOLATION TOW,,C,C,Municipal Transportation Agency,HAN,N,false,33RD AVE \ ULLOA ST,23353000,POINT (-122.490561811 37.740521854),4,Sunset/Parkside,TARAVAL,2025/04/26 02:15:35 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,35
33219551,251151397,2025/04/25 12:05:30 PM,2025/04/25 12:05:30 PM,2025/04/25 12:48:58 PM,2025/04/25 12:48:58 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,7.2.25,C,C,Municipal Transportation Agency,,N,false,COLE ST \ PAGE ST,26418000,POINT (-122.450407506 37.770519318),5,Haight Ashbury,PARK,2025/04/25 12:48:59 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,3
33239284,251162270,2025/04/26 04:38:50 PM,2025/04/26 04:39:56 PM,2025/04/26 07:21:02 PM,2025/04/26 07:21:02 PM,,,587,TRAF VIOLATION CITE,22500H,587,TRAF VIOLATION CITE,22500H,C,C,Municipal Transportation Agency,,N,false,NORTH POINT ST \ STOCKTON ST,25478000,POINT (-122.410497553 37.806962911),3,North Beach,CENTRAL,2025/04/26 07:21:03 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,23
33220477,251151515,2025/04/25 12:38:52 PM,2025/04/25 12:39:42 PM,2025/04/25 01:50:20 PM,2025/04/25 01:50:20 PM,2025/04/25 01:50:20 PM,2025/04/25 01:50:25 PM,415,NOISE NUISANCE,,415,NOISE NUISANCE,,C,C,Police,HAN,N,false,43RD AVE \ BALBOA ST,27908000,POINT (-122.503744647 37.77542147),1,Outer Richmond,RICHMOND,2025/04/25 01:50:27 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,29
33227947,251153445,2025/04/25 10:39:09 PM,2025/04/25 10:55:27 PM,2025/04/25 11:14:53 PM,2025/04/25 11:14:53 PM,2025/04/25 11:46:32 PM,2025/04/25 11:48:38 PM,910,WELL BEING CHECK,,910,WELL BEING CHECK,,B,B,Police,UTL,N,false,EDDY ST \ TAYLOR ST,24925000,POINT (-122.410951618 37.784141012),5,Tenderloin,TENDERLOIN,2025/04/25 11:48:40 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33235384,251161253,2025/04/26 11:10:33 AM,2025/04/26 11:10:33 AM,2025/04/26 11:10:33 AM,2025/04/26 11:10:33 AM,2025/04/26 11:10:33 AM,2025/04/26 01:33:30 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 01:33:31 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33214314,251150155,2025/04/25 01:56:04 AM,2025/04/25 01:57:07 AM,2025/04/25 02:25:05 AM,2025/04/25 02:25:05 AM,2025/04/25 02:25:05 AM,2025/04/25 02:25:15 AM,415,NOISE NUISANCE,,415,NOISE NUISANCE,,C,C,Police,ADV,N,false,EDDY ST \ LEAVENWORTH ST,24935000,POINT (-122.414241573 37.783723783),5,Tenderloin,TENDERLOIN,2025/04/25 02:25:17 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33228685,251160121,2025/04/26 01:17:06 AM,2025/04/26 01:17:06 AM,2025/04/26 01:17:06 AM,2025/04/26 01:17:06 AM,2025/04/26 01:17:06 AM,2025/04/26 01:23:46 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 01:23:48 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33215954,251150451,2025/04/25 06:51:12 AM,2025/04/25 06:51:12 AM,2025/04/25 06:51:12 AM,2025/04/25 06:51:12 AM,2025/04/25 06:51:12 AM,2025/04/25 07:53:58 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 07:54:00 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33223203,251152393,2025/04/25 04:58:00 PM,2025/04/25 04:59:56 PM,2025/04/25 05:00:21 PM,2025/04/25 05:00:21 PM,2025/04/25 05:02:12 PM,2025/04/25 05:35:22 PM,602,PERSON BREAKING IN,,602,PERSON BREAKING IN,,A,A,Police,GOA,N,false,OFARRELL ST \ POLK ST,25179000,POINT (-122.419547854 37.78496026),5,Tenderloin,NORTHERN,2025/04/25 05:35:24 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33212809,251142619,2025/04/24 06:28:16 PM,2025/04/24 06:29:28 PM,2025/04/24 06:30:25 PM,2025/04/24 06:30:25 PM,2025/04/24 06:40:39 PM,2025/04/24 11:05:20 PM,519,INJURY VEH ACCIDENT,,519,INJURY VEH ACCIDENT,,A,A,Police,REP,N,false,26TH ST \ CYPRESS ST,24067000,POINT (-122.416518515 37.74913834),9,Mission,MISSION,2025/04/24 11:05:22 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33229498,251160143,2025/04/26 01:26:58 AM,2025/04/26 01:30:35 AM,2025/04/26 03:05:05 AM,2025/04/26 03:05:05 AM,2025/04/26 03:06:27 AM,2025/04/26 03:08:19 AM,601,TRESPASSER,,601,TRESPASSER,,B,B,Police,GOA,N,false,EDDY ST \ HYDE ST,25138000,POINT (-122.415882538 37.783515641),5,Tenderloin,TENDERLOIN,2025/04/26 03:08:21 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33224529,251152012,2025/04/25 03:06:11 PM,2025/04/25 03:06:11 PM,2025/04/25 07:09:22 PM,2025/04/25 07:09:22 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500F,C,C,Municipal Transportation Agency,,N,false,PHELPS ST \ VESTA ST \ WILLIAMS AVE,20619000,POINT (-122.399866975 37.730291929),10,Bayview Hunters Point,BAYVIEW,2025/04/25 07:09:23 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,1
33221980,251152184,2025/04/25 04:04:07 PM,2025/04/25 04:04:07 PM,2025/04/25 04:04:07 PM,2025/04/25 04:04:07 PM,2025/04/25 04:04:07 PM,2025/04/25 04:06:44 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 04:06:46 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33219459,251151504,2025/04/25 12:36:12 PM,2025/04/25 12:36:12 PM,2025/04/25 12:36:12 PM,2025/04/25 12:36:12 PM,2025/04/25 12:36:12 PM,2025/04/25 12:43:13 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 12:43:15 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33231284,251160620,2025/04/26 07:29:02 AM,2025/04/26 07:29:37 AM,2025/04/26 07:33:35 AM,2025/04/26 07:33:35 AM,2025/04/26 07:48:01 AM,2025/04/26 08:21:57 AM,601,TRESPASSER,,601,TRESPASSER,,C,C,Police,HAN,N,false,MARKET ST \ SANCHEZ ST,25806000,POINT (-122.431025471 37.765867986),8,Castro/Upper Market,MISSION,2025/04/26 08:21:59 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,5
33224120,251152154,2025/04/25 03:52:38 PM,2025/04/25 03:53:30 PM,2025/04/25 06:33:49 PM,2025/04/25 06:33:49 PM,2025/04/25 06:33:56 PM,2025/04/25 06:39:18 PM,587,TRAF VIOLATION CITE,22500E,587,TRAF VIOLATION CITE,22500E,C,C,Municipal Transportation Agency,GOA,N,false,20TH ST \ EUREKA ST,25781000,POINT (-122.437959116 37.757490719),8,Castro/Upper Market,MISSION,2025/04/25 06:39:20 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,5
33217285,251150970,2025/04/25 09:57:09 AM,2025/04/25 09:57:09 AM,2025/04/25 09:57:09 AM,2025/04/25 09:57:09 AM,2025/04/25 09:57:09 AM,2025/04/25 10:01:16 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 10:01:18 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33239045,251162557,2025/04/26 06:28:27 PM,2025/04/26 06:28:27 PM,2025/04/26 06:28:27 PM,2025/04/26 06:28:27 PM,2025/04/26 06:28:27 PM,2025/04/26 06:58:34 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 06:58:36 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33233215,251161018,2025/04/26 09:52:50 AM,2025/04/26 09:55:23 AM,2025/04/26 09:56:56 AM,2025/04/26 09:56:56 AM,2025/04/26 10:00:30 AM,2025/04/26 10:57:07 AM,916,SUSPICIOUS VEHICLE,,916,SUSPICIOUS VEHICLE,,C,C,Police,HAN,N,false,10TH TI ST \ AVENUE N,34077000,POINT (-122.366631163 37.827879672),6,Treasure Island,SOUTHERN,2025/04/26 10:57:09 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,37
33218665,251151275,2025/04/25 11:27:23 AM,2025/04/25 11:30:11 AM,2025/04/25 11:38:29 AM,2025/04/25 11:38:29 AM,2025/04/25 11:39:24 AM,2025/04/25 11:44:00 AM,601,TRESPASSER,,601,TRESPASSER,,C,C,Police,GOA,N,false,FALMOUTH ST \ SHIPLEY ST,23934000,POINT (-122.403883327 37.779005029),6,South of Market,SOUTHERN,2025/04/25 11:44:02 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33239705,251162764,2025/04/26 07:45:39 PM,2025/04/26 07:45:39 PM,2025/04/26 07:45:39 PM,2025/04/26 07:45:39 PM,2025/04/26 07:45:39 PM,2025/04/26 07:55:45 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,ND,Y,true,,,,,,,2025/04/26 07:55:47 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33212951,251143267,2025/04/24 10:23:47 PM,2025/04/24 10:25:32 PM,2025/04/24 10:28:15 PM,2025/04/24 10:28:15 PM,2025/04/24 11:17:50 PM,2025/04/24 11:20:50 PM,851,STOLEN VEHICLE,,851,STOLEN VEHICLE,,C,C,Police,GOA,N,false,BUSH ST \ TAYLOR ST,24957000,POINT (-122.412075868 37.789739907),3,Nob Hill,CENTRAL,2025/04/24 11:20:52 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,21
33220669,251151669,2025/04/25 01:25:17 PM,2025/04/25 01:25:17 PM,2025/04/25 02:02:19 PM,2025/04/25 02:02:19 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,,C,C,Municipal Transportation Agency,,N,false,IVY ST \ OCTAVIA ST,25929000,POINT (-122.424717563 37.777139662),5,Hayes Valley,NORTHERN,2025/04/25 02:02:20 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,9
33214750,251150294,2025/04/25 04:01:31 AM,2025/04/25 04:01:31 AM,2025/04/25 04:01:31 AM,2025/04/25 04:01:31 AM,2025/04/25 04:01:31 AM,2025/04/25 04:03:56 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 04:03:58 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33239480,251162353,2025/04/26 05:11:45 PM,2025/04/26 05:11:45 PM,2025/04/26 05:11:45 PM,2025/04/26 05:11:45 PM,2025/04/26 05:11:45 PM,2025/04/26 07:39:06 PM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,ARR,Y,false,HYDE ST \ MABEL ALY,25161000,POINT (-122.416330777 37.785726517),5,Tenderloin,TENDERLOIN,2025/04/26 07:39:07 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
